text	label	words
朱骏：09年打造最强申花 正牌国脚想入申花先试训	7	朱骏 ： 09 年 打造 最强 申花   正牌 国脚 想 入
空战手游终极杀戮使命的召唤火爆来袭	8	空战 手游 终极 杀戮 使命 的 召唤 火爆 来袭
2011考研英语新题型考察要点及备考技巧	3	2011 考研 英语 新 题型 考察 要点 及 备考 技巧
老妇7年参加19次听证会 网友疑听证会代表内定	5	老妇 7 年 参加 19 次 听证会   网友 疑 听证会 
波美签署在波兰部署反导系统协议附件	6	波美 签署 在 波兰 部署 反导 系统 协议 附件
糖价低迷 80万吨收储难改疲态	0	糖价 低迷   80 万吨 收储 难改 疲态
美专家称逼人民币升值并非医治美国经济良药	6	美 专家 称 逼 人民币 升值 并非 医治 美国 经济 良药
图文：史蒂夫-伯克将出任NBC环球的首席执行官	2	图文 ： 史蒂夫 - 伯克 将 出任 NBC 环球 的 首席
私募李旭利退股离开重阳投资	0	私募 李旭利 退股 离开 重阳 投资
《失落的星球2》Xb360同捆套装公布	8	《 失落 的 星球 2 》 Xb360 同捆 套装 公布
奥巴马要求通过信用卡立法 不满18岁不能申请	0	奥巴马 要求 通过 信用卡 立法   不满 18 岁 不能 
美湖泊发现8年前哥伦比亚号航天飞机残骸(图)	4	美 湖泊 发现 8 年前 哥伦比亚号 航天飞机 残骸 ( 图
韩国首尔市长辞职为免费午餐公投失败担责	6	韩国 首尔 市长 辞职 为 免费 午餐 公投 失败 担责
切尔西客胜劲敌夺冠在望 红军中文球衣献礼中国球迷	7	切尔西 客胜 劲敌 夺冠 在 望   红军 中文 球衣 献礼
香港首例甲型H1N1流感患者同机25人入境台湾	6	香港 首例 甲型 H1N1 流感 患者 同机 25 人 入境
银行业：行业难以领涨 但有望能够护盘	2	银行业 ： 行业 难以 领涨   但 有望 能够 护盘
苏茂洋演知青东北开荒 田间地头体验劳动真谛	9	苏茂洋演 知青 东北 开荒   田间 地头 体验 劳动 真谛
美国首都失业率创34年来最高纪录	2	美国 首都 失业率 创 34 年来 最高 纪录
微软正式发布WP7首个重要升级“NoDo”	4	微软 正式 发布 WP7 首个 重要 升级 “ NoDo ”
横店盲人按摩师曝：李冰冰太抠门 60元还砍价	9	横店 盲人 按摩师 曝 ： 李冰冰 太 抠门   60 元 
网游《武林秘籍》悉数武侠经典岁月	8	网游 《 武林 秘籍 》 悉数 武侠 经典 岁月
面包车撞向小学生队伍致11人受伤	5	面包车 撞 向 小学生 队伍 致 11 人 受伤
《战神III》美版发布日确定 欧版待定	8	《 战神 III 》 美版 发布 日 确定   欧版 待定
芮乃伟饱受漂泊之苦 棋迷热议回归更多出于情感思考	7	芮乃伟 饱受 漂泊 之苦   棋迷 热议 回归 更 多 出于
基金汉鼎复牌大跌	0	基金 汉鼎 复牌 大跌
国投瑞银货币基金19日成立 首募38.32亿元	0	国投 瑞银 货币基金 19 日 成立   首募 38.32 
女学生驾车撞死男友干妈获刑	5	女 学生 驾车 撞死 男友 干妈 获刑
金钟红毯萧蔷单肩大裸背 妩媚性感成焦点(图)	9	金钟 红毯 萧蔷 单肩 大裸 背   妩媚 性感 成 焦点 
热点时评：警惕学术不端与行政权力“共谋”	3	热点 时评 ： 警惕 学术 不端 与 行政 权力 “ 共谋 
盘点好莱坞的亚洲酱油党 懂英语有能力还得性感	9	盘点 好莱坞 的 亚洲 酱油 党   懂 英语 有 能力 还
法航客机收到爆炸警报在巴西紧急着陆	6	法航 客机 收到 爆炸 警报 在 巴西 紧急 着陆
F1揭幕站前瞻：新规则新秩序 谜一样的澳大利亚	7	F1 揭幕 站 前瞻 ： 新 规则 新 秩序   谜一样 的
沪指3000点关口失而复得	2	沪 指 3000 点 关口 失而复得
小学生上课时突然哭闹身体不适 2小时后死亡	5	小学生 上课时 突然 哭闹 身体 不适   2 小时 后 死
6旬老人住老年公寓3年 最大愿望系见到儿子(图)	5	6 旬 老人 住 老年公寓 3 年   最大 愿望 系 见到
法巴首予正通汽车买进评级 目标价13.50港元	2	法巴首予 正通 汽车 买进 评级   目标价 13.50 港
监察部：严查房地产开发权钱交易行为	6	监察部 ： 严查 房地产 开发 权钱交易 行为
红五月楼市深陷迷雾 迷雾背后涨价潮若隐若现	1	红五月 楼市 深陷 迷雾   迷雾 背后 涨价 潮 若隐若现
高盛等外资大行相信今年内地通胀风险低	2	高盛 等 外资 大 行 相信 今年 内地 通胀 风险 低
协鑫光伏启动多晶硅生产新工艺	2	协鑫 光伏 启动 多晶硅 生产 新工艺
倪震被曝网上交友名单 美女众多堪称“博爱”	9	倪震 被 曝 网上 交友 名单   美女 众多 堪称 “ 博
保险业新规考量三大保险股 整体影响可控	0	保险业 新规 考量 三大 保险 股   整体 影响 可控
教师跳入水中救起祖孙2人未留姓名	5	教师 跳入 水中 救起 祖孙 2 人 未留 姓名
居民楼起火业主抱婴儿跑下28楼	5	居民楼 起火 业主 抱 婴儿 跑 下 28 楼
香港市场今日交易提示	2	香港 市场 今日 交易 提示
高清视频播放 台电TL-C500仅448元	4	高清 视频 播放   台电 TL - C500 仅 448 
两市稳步上行 目标直指半年线	2	两市 稳步 上行   目标 直指 半年线
许晴宽松裙子现身被疑怀孕 剧组人员否认(图)	9	许晴 宽松 裙子 现身 被疑 怀孕   剧组 人员 否认 (
后弦《很有爱》MV首播 化身风车王子演绎甜蜜风	9	后 弦 《 很 有 爱 》 MV 首播   化身 风车 王子
残疾人乘车未获优惠状告公交公司(图)	5	残疾人 乘车 未获 优惠 状告 公交公司 ( 图 )
居民连开20小时空调致外机起火	5	居民 连开 20 小时 空调 致外机 起火
收盘：周二美国股市收高	2	收盘 ： 周二 美国股市 收高
天津女排出征新赛季小将担重任 首战另有最大困难	7	天津女排 出征 新 赛季 小将 担 重任   首战 另有 最
快讯：N国创开盘涨32.32% 报26.20元	2	快讯 ： N 国创 开盘 涨 32.32%   报 26.2
举报中心曝光10家互联网接入服务商	4	举报中心 曝光 10 家 互联网 接入 服务商
数据解读申花中超惊艳开局 奚志康同期成绩不输布帅	7	数据 解读 申花 中超 惊艳 开局   奚志康 同期 成绩 
10岁男童补课班上突发脑出血猝死(图)	5	10 岁 男童 补课班 上 突发 脑出血 猝死 ( 图 )
冠军杯其他场次首发：佛罗伦萨吉拉领衔 塞维利亚强阵	7	冠军杯 其他 场次 首发 ： 佛罗伦萨 吉拉 领衔   塞维
全国成考10月15日开考 北京考生8月15日网报	3	全国 成考 10 月 15 日 开考   北京 考生 8 月
女孩募款为残疾狗装假肢引发争议(图)	5	女孩 募款 为 残疾 狗装 假肢 引发 争议 ( 图 )
基金四季度利润超过1300亿元	0	基金 四季度 利润 超过 1300 亿元
午评：两市震荡攀升 沪指涨1.16%	2	午评 ： 两市 震荡 攀升   沪 指涨 1.16%
iWin推同名电视节目社交游戏以一敌百	8	iWin 推 同名 电视节目 社交 游戏 以一 敌百
罗家英自曝拒绝汪明荃求婚 曾被女方穿背心诱惑	9	罗家英 自 曝 拒绝 汪明荃 求婚   曾 被 女方 穿 背
《九州online》辉煌盛世上兵伐谋	8	《 九州 online 》 辉煌 盛世 上兵伐谋
莲花河畔9业主签换房协议 22户未倒楼业主退房	1	莲花 河畔 9 业主 签 换房 协议   22 户未 倒楼 
双百名导集结京城 导演委员会年会盘点电视剧	9	双百 名导 集结 京城   导演 委员会 年会 盘点 电视剧
考核学术潜力 考研面试导师爱问开放式问题	3	考核 学术 潜力   考研 面试 导师 爱问 开放式 问题
DS销量下滑 任天堂新财季亏损3亿美元	8	DS 销量 下滑   任天堂 新 财季 亏损 3 亿美元
Eidos网站暗示3A级《神偷4》在计划中	8	Eidos 网站 暗示 3A 级 《 神偷 4 》 在 计划
恒大地产8.5折优惠16日截止 全天跌2.71%	2	恒大 地产 8.5 折 优惠 16 日 截止   全天 跌 
北京39所民办高校承诺诚信招生	3	北京 39 所 民办高校 承诺 诚信 招生
海淀橡树湾11月21号开盘推95-155平2-3居	1	海淀 橡树 湾 11 月 21 号 开盘 推 95 - 15
居民楼发生爆炸1名租户被震到另一个房间(图)	5	居民楼 发生爆炸 1 名 租户 被 震到 另 一个 房间 (
日开除中国留学生引关注 向政府提交解决方案	3	日 开除 中国 留学生 引 关注   向 政府 提交 解决方
四川成都2010年1月自学考试成绩查询通知	3	四川 成都 2010 年 1 月 自学 考试成绩 查询 通知
投机客兴风作浪 美国市场原油净多头仓位创新高	0	投机 客 兴风作浪   美国 市场原油 净 多头 仓位 创新
传爱戴云南走穴拿了演出费 人却不来(图)	9	传 爱戴 云南 走穴 拿 了 演出 费   人 却 不来 (
中考语文课内文言文到底咋复习	3	中考 语文课 内 文言文 到底 咋 复习
金晶拍电影处女作 《悠悠风铃声》打动人心(图)	9	金晶 拍电影 处女作   《 悠悠 风 铃声 》 打动 人心
首批季报亮相基金六成仓位	0	首批 季报 亮相 基金 六成 仓位
张根锡抵港粉丝相迎 场面混乱走特别通道(图)	9	张根锡 抵港 粉丝 相迎   场面 混乱 走 特别 通道 (
网络游戏《天堂II》万圣节狂欢乐翻天	8	网络游戏 《 天堂 II 》 万圣节 狂欢 乐翻天
移动随心所至 美的移动空调再度降价	4	移动 随心 所 至   美的 移动 空调 再度 降价
雪村俞晴关心贫困山区孩子 呼吁为其做些事(图)	9	雪村 俞晴 关心 贫困山区 孩子   呼吁 为 其 做些 事
法国调查人员开始读取法航失事客机黑匣子数据	6	法国 调查 人员 开始 读取 法航 失事 客机 黑匣子 数据
中油化学：产能扩充可捧	2	中油 化学 ： 产能 扩充 可 捧
育碧：《超越善恶2》一切都是未知数	8	育碧 ： 《 超越 善恶 2 》 一切都是 未知数
胡锦涛：反腐败工作中仍存在问题	6	胡锦涛 ： 反腐败 工作 中 仍 存在 问题
天气因素唤起做多热情 白糖价格逼近历史高位	0	天气 因素 唤起 做 多 热情   白糖 价格 逼近 历史 
青年趁女友不在家强暴其舍友	5	青年 趁 女友 不 在家 强暴 其 舍友
神舟超低电压双核轻薄本2999元促销	4	神舟 超低 电压 双核 轻薄 本 2999 元 促销
达格利什拒谈卡拉格暴力飞铲已杀红眼有人受伤很正常	7	达格利什 拒谈 卡拉格 暴力 飞铲 已 杀 红眼 有人 受伤
西棕榈滩8月初推电梯板楼70平起目前8300元(图)	1	西 棕榈 滩 8 月初 推 电梯 板楼 70 平起 目前 8
电业局女干部因老公开车违章被拦踹交警	5	电业局 女 干部 因 老公 开车 违章 被 拦 踹 交警
梁光烈会见韩国防长：希望半岛保持和平稳定	6	梁光烈 会见 韩 国防 长 ： 希望 半岛 保持 和平 稳定
《霸王》一场打破手机网游的革命	8	《 霸王 》 一场 打破 手机 网游 的 革命
手机搜索与互联网搜索巨头竞争	4	手机 搜索 与 互联网 搜索 巨头 竞争
楼市万亿销售额注水 统计局撰文驳斥	1	楼市 万亿 销售额 注水   统计局 撰文 驳斥
2011年CJ天游新作品《侠客列传》登场	8	2011 年 CJ 天游 新 作品 《 侠客 列传 》 登场
黎明抛金句 自曝曾拒绝毒品诱惑	9	黎明 抛金句   自 曝 曾 拒绝 毒品 诱惑
牛马大战V首发小牛陷绝境临阵换将 马刺妖刀首发	7	牛马 大战 V 首发 小牛 陷 绝境 临阵 换 将   马刺
机警的哥把杀人嫌犯拉到治安盘查点(图)	5	机警 的哥 把 杀人 嫌犯 拉 到 治安 盘查 点 ( 图 
《综合医院2》收视夺冠 金正恩情变成噱头(图)	9	《 综合 医院 2 》 收视 夺冠   金正恩 情 变成 噱
媒体人回应于涛我是客观评论 他就是个踢球的小孩	7	媒体 人 回应 于涛 我 是 客观 评论   他 就是 个 
赴美留学签证申请3月1日起改网上递交	3	赴美 留学签证 申请 3 月 1 日起 改 网上 递交
黎巴嫩总统警告以不要单方划定黎以海上边界	6	黎巴嫩 总统 警告 以 不要 单方 划定 黎以 海上 边界
杨昊黄博文：谭望嵩踢人胡来 小黄业余生活大揭秘	7	杨昊 黄博文 ： 谭望嵩 踢 人 胡来   小黄 业余生活 
海信联合高通利用环境光推出新型手机	4	海信 联合 高通 利用 环境光 推出 新型 手机
金隅升8%�展客即获利	2	金隅升 8% � 展客 即 获利
2012年考研与专业就业之临床医学硕士	3	2012 年 考研 与 专业 就业 之 临床医学 硕士
实录：第七届安家地产年度风云榜(图)	1	实录 ： 第七届 安家 地产 年度 风云榜 ( 图 )
导演乌尔善：拍广告撒谎撒够了 电影得真实(图)	9	导演 乌尔 善 ： 拍 广告 撒谎 撒够 了   电影 得 
暗夜精灵专业音质 艾利和E30仅售329	4	暗夜精灵 专业 音质   艾利和 E30 仅售 329
对症下药改打通胀牌 基金翩然起舞周期股	0	对症下药 改 打 通胀 牌   基金 翩然 起舞 周期 股
密云中国铁建绿港项目一期已售罄待推新房源	1	密云 中国 铁建绿港 项目 一期 已 售罄 待 推新 房源
中国建筑暗战：券商看低至6元 基金推涨至近8元	1	中国 建筑 暗战 ： 券商 看低 至 6 元   基金 推涨
香港两高校2010年接受复读生入学申请	3	香港 两 高校 2010 年 接受 复读生 入学 申请
国足VS法国首发：郜林挑战加拉 杜威生扛阿内尔卡	7	国足 VS 法国 首发 ： 郜林 挑战 加拉   杜威 生 
万银证券：最新窝轮和牛熊证资讯	2	万银 证券 ： 最新 窝轮 和 牛 熊证 资讯
国家就取消高中文理分科的可行性等征求意见	6	国家 就 取消 高中 文理 分科 的 可行性 等 征求意见
沃尔沃将裁员3300人	2	沃尔沃 将 裁员 3300 人
谁动了我们的商品	0	谁动 了 我们 的 商品
伊拉克最大炼油厂遇袭后完全关闭	6	伊拉克 最大 炼油厂 遇袭 后 完全 关闭
大兴旭辉御府加推50套150平起特价洋房均价2万	1	大兴 旭辉 御府 加推 50 套 150 平起 特价 洋房 
震区农民工向国土局讨薪5年无果 制作讨薪挂历	5	震区 农民工 向 国土局 讨薪 5 年 无果   制作 讨薪
上广电5代线争夺白热化 接盘者浮出	4	上广电 5 代线 争夺 白热化   接盘 者 浮出
首发：易建联伤愈复出先发登场 大战意大利状元郎	7	首发 ： 易建联 伤愈 复出 先发 登场   大战 意大利 
万科幸福汇首付10万制胜于房山新城	1	万科 幸福 汇 首付 10 万 制胜 于 房山 新城
29日部分武汉雅思口语考试改在1日进行	3	29 日 部分 武汉 雅思 口语 考试 改在 1 日 进行
香港女星石咏莉拍摄写真集 “试水”内地市场	9	香港 女星 石咏莉 拍摄 写真集   “ 试水 ” 内地 市
09年高中起点升本、专科英语较难题只占10%	3	09 年 高中 起点升 本 、 专科 英语 较 难题 只 占
双倍速+蓝光功能 康佳46寸液晶促销	4	双倍 速 + 蓝光 功能   康佳 46 寸 液晶 促销
Conagra发布第二财季及全年盈利预警	2	Conagra 发布 第二 财季 及 全年 盈利 预警
交通银行获准发行260亿次级债	0	交通银行 获准 发行 260 亿 次级债
英称也门邮件炸弹若未拆除可能在美国上空爆炸	6	英称 也门 邮件 炸弹 若 未 拆除 可能 在 美国 上空 
08欧洲MTV大奖下月举行 提名表演嘉宾揭晓(图)	9	08 欧洲 MTV 大奖 下 月 举行   提名 表演 嘉宾
英媒评谢联防线全体低分孙继海妙传成反击中突出亮点	7	英媒评 谢联 防线 全体 低分 孙继海 妙 传成 反击 中 
香港中文大学录取名单公布 17名高考状元被录取	3	香港中文大学 录取名单 公布   17 名 高考状元 被 录
“参赞高峰讲坛”8月13日在京举行	3	“ 参赞 高峰 讲坛 ” 8 月 13 日 在京举行
董正青庭审大喊“老子有话要说”	2	董正青 庭审 大喊 “ 老子 有话要说 ”
2012年哈尔滨工业大学硕士研究生考试参考书目	3	2012 年 哈尔滨工业大学 硕士 研究生 考试 参考书目
GRE写作：知识量和题库都要跟上	3	GRE 写作 ： 知识 量 和 题库 都 要 跟上
