text,label,words,y_pred
6611,2011教育学考研统考各部分命题情况,3,2011 教育学 考研 统考 各 部分 命题 情况,3
6612,太空卫星日食期间拍到地面月球影子(图),4,太空 卫星 日食 期间 拍 到 地面 月球 影子 ( 图 ),6
6613,记录幸福生活 海尔E80闪存DV售价3399元,4,记录 幸福生活   海尔 E80 闪存 DV 售价 3399,4
6614,法国外长访问加沙被投掷鸡蛋鞋子,6,法国 外长 访问 加沙 被 投掷 鸡蛋 鞋子,6
6615,曾俊华称港府下月会再推出数幅地拍卖,2,曾俊华称 港府 下月会 再 推出 数幅 地 拍卖,8
6616,老人捡到钱包坐高铁到外地还失主,5,老人 捡 到 钱包 坐 高铁 到 外地 还 失主,5
6617,组图：格温-史蒂芬尼携子外出 七彩羽绒服抢镜,9,组图 ： 格温 - 史蒂芬 尼携子 外出   七彩 羽绒服 ,9
6618,男子劫持女人质近百分钟续：起因系追债不成,5,男子 劫持 女人 质 近百 分钟 续 ： 起因 系 追债 不,5
6619,韩游期待作《剑灵》角色设置图曝光,8,韩游 期待 作 《 剑灵 》 角色 设置 图 曝光,9
6620,品种聚焦：豆类反弹仍需时日,0,品种 聚焦 ： 豆类 反弹 仍 需 时日,0
6621,我国开展公安机关公务用枪安全检查,6,我国 开展 公安机关 公务 用枪 安全检查,6
6622,3D《赤壁OL》8月25日服务器十大调整,8,3D 《 赤壁 OL 》 8 月 25 日 服务器 十大 调,8
6623,怀来波尔多庄园1期第2部分独栋别墅4月开盘(图),1,怀来 波尔多 庄园 1 期第 2 部分 独栋 别墅 4 月 ,1
6624,留日学子谈留学：海外留学经历“十人十色”,3,留日 学子 谈 留学 ： 海外 留学 经历 “ 十人 十色 ,3
6625,老艺术家阎肃受专访 自称与《江姐》紧紧相连,9,老 艺术家 阎肃 受 专访   自称 与 《 江姐 》 紧紧,9
6626,轻薄不减性能 惠普5310m本降至5799元,4,轻薄 不减 性能   惠普 5310m 本降 至 5799 ,4
6627,报社女编辑溺亡续：好友悬赏2万寻目击者,5,报社 女 编辑 溺亡续 ： 好友 悬赏 2 万寻 目击者,9
6628,专家：麦蒂很难重返巅峰 姚明全明星首发毫无问题,7,专家 ： 麦蒂 很 难 重返 巅峰   姚明 全明星 首发 ,7
6629,东南卫视改版推三档新综艺 李艾李晨加盟(图),9,东南 卫视 改版 推 三档 新 综艺   李艾 李晨 加盟 ,9
6630,融科香雪兰溪通透85平2居1月开盘13800(组图),1,融科 香雪 兰溪 通透 85 平 2 居 1 月 开盘 13,1
6631,股市调整 基金仓位骤降5个百分点,0,股市 调整   基金 仓位 骤降 5 个 百分点,0
6632,手机网游《文明Ⅱ》职业狙魔猎手养成,8,手机 网游 《 文明 Ⅱ 》 职业 狙魔 猎手 养成,8
6633,《战神3》内置情趣小游戏揭秘,8,《 战神 3 》 内置 情趣 小游戏 揭秘,8
6634,中场大将哈维与巴塞罗那队续约 将效力到2014年,7,中场 大将 哈维 与 巴塞罗那队 续约   将 效力 到 2,7
6635,九城《名将三国》11月下旬终极内测,8,九城 《 名将 三国 》 11 月 下旬 终极 内测,8
6636,公众批评泰国ICT部长提议外资购AIS,4,公众 批评 泰国 ICT 部长 提议 外资 购 AIS,6
6637,美国过去一年消费价格创50余年来最大跌幅,2,美国 过去 一年 消费 价格 创 50 余年 来 最大 跌幅,6
6638,高盛何以如此强硬,2,高盛 何以 如此 强硬,2
6639,万顺昌料中期业绩转盈为亏,2,万 顺昌 料 中期 业绩 转盈 为 亏,2
6640,水郡长安仅余一套复式均价12500元全款93折(图),1,水郡 长安 仅余 一套 复式 均价 12500 元 全款 9,1
6641,巴基斯坦炸弹爆炸事件致9名村民死亡,6,巴基斯坦 炸弹 爆炸事件 致 9 名 村民 死亡,6
6642,阿里巴巴授出1224万份期权 行权价16.12港元,4,阿里巴巴 授出 1224 万份 期权   行权价 16.12,4
6643,李心洁今天嫁导演彭顺 马来西亚小岛举行婚礼,9,李心洁 今天 嫁 导演 彭顺   马来西亚 小岛 举行 婚礼,9
6644,古力党员转正申请全票通过 现役一线国手入党独苗,7,古力 党员 转正 申请 全票 通过   现役 一线 国手 入,7
6645,图文前瞻《神鬼寓言3》详细试玩体验,8,图文 前瞻 《 神鬼 寓言 3 》 详细 试玩 体验,8
6646,保利协鑫两日累计下跌近两成,2,保利 协鑫 两日 累计 下跌 近 两成,2
6647,阿森纳主帅道歉头一遭 弟子粗野动作温格这次不再近视,7,阿森纳 主帅 道歉 头 一遭   弟子 粗野 动作 温格 这,7
6648,《教父2》销量差惹EA震怒 新作遭雪藏,8,《 教父 2 》 销量 差 惹 EA 震怒   新作 遭雪藏,8
6649,美银美林料嘉能今年纯利增逾3倍,2,美银 美林 料嘉能 今年 纯利 增 逾 3 倍,2
6650,法巴上调富力目标价,2,法巴 上调 富力 目标价,2
6651,东北财经大学贫困生获“大礼包”,3,东北财经大学 贫困生 获 “ 大礼包 ”,9
6652,四川2011年高考首次实行网上阅卷(图),3,四川 2011 年 高考 首次 实行 网上 阅卷 ( 图 ),3
6653,纯正武侠RPG江湖双龙传,8,纯正 武侠 RPG 江湖 双龙传,8
6654,男子为琐事13年纵火烧毁40多间房屋被拘留,5,男子 为 琐事 13 年 纵火 烧毁 40 多间 房屋 被 ,5
6655,基金经理后市态度渐趋谨慎 利润新高难掩账外亏,0,基金 经理 后市 态度 渐趋 谨慎   利润 新高 难掩 账,0
6656,出租车司机坐视车内少女被强暴获刑两年,5,出租车 司机 坐视 车 内 少女 被 强暴 获刑 两年,5
6657,国际原油价格28日回升,0,国际 原油价格 28 日 回升,0
6658,北约秘书长阿富汗接管安全防务后北约不撤军,6,北约 秘书长 阿富汗 接管 安全 防务 后 北约 不 撤军,6
6659,国家数字电视研究中心加快建设步伐,4,国家 数字电视 研究 中心 加快 建设 步伐,6
6660,前瞻-广东德比揭开2010首战 上海遭遇开赛最强敌,7,前瞻 - 广东 德比 揭开 2010 首战   上海 遭遇 ,3
6661,美国欲启动从军换国籍政策缓解兵力不足,6,美国 欲 启动 从军 换 国籍 政策 缓解 兵力 不足,6
6662,万科幸福汇尽显尊老孝心,1,万科 幸福 汇 尽显 尊老 孝心,1
6663,自考“国际私法”笔记串讲(二),3,自考 “ 国际私法 ” 笔记 串讲 ( 二 ),3
6664,外形硬朗防水相机 宾得WG1上市大促销2250,4,外形 硬朗 防水 相机   宾得 WG1 上市 大 促销 2,4
6665,原道公布N5智能MP4首批购买用户补差方案,4,原道 公布 N5 智能 MP4 首批 购买 用户 补差 方案,4
6666,抗旱条例明确不同等级旱灾发生时抗旱措施,6,抗旱 条例 明确 不同 等级 旱灾 发生 时 抗旱 措施,6
6667,第三方支付市场洗牌提前到来 多个大佬未见身影,4,第三方 支付 市场 洗牌 提前 到来   多个 大佬 未见 ,2
6668,摩通降富士康目标价至5.4港元,2,摩通降 富士康 目标价 至 5.4 港元,2
6669,三只基金5月3日起发行,0,三只 基金 5 月 3 日起 发行,0
6670,《啪嗒砰3》4月发售 100小时试玩发布,8,《 啪嗒 砰 3 》 4 月 发售   100 小时 试玩 ,8
6671,史克威尔总裁：Wii 2011年将迎来升级,8,史 克威尔 总裁 ： Wii   2011 年 将 迎来 升,3
6672,现代战争纠纷内幕 动视曾秘审员工,8,现代战争 纠纷 内幕   动视 曾 秘审 员工,5
6673,华地国际控股定价5.93港元 明日港主板挂牌,2,华地 国际 控股 定价 5.93 港元   明日 港 主板 ,2
6674,《封神ol》稀有法宝引发新服冲级热,8,《 封神 ol 》 稀有 法宝 引发 新服 冲级 热,8
6675,新品盛放千人同庆 润泽地产竭力打造高端社区,1,新品 盛放 千人 同庆   润泽 地产 竭力 打造 高端 社,1
6676,据称卡扎菲被捉后说的最后一句话：发生了什么,6,据称 卡扎菲 被 捉 后 说 的 最后 一句 话 ： 发生 ,6
6677,优秀的画面显示 三星46C5000QR售7899,4,优秀 的 画面 显示   三星 46C5000QR 售 78,4
6678,做啥网因资金链断裂寻求转让,4,做 啥 网因 资金 链断裂 寻求 转让,2
6679,港足前主力中锋葬礼昨举行 红颜知己米雪哀别(图),7,港足前 主力 中锋 葬礼 昨 举行   红颜 知己 米雪哀别,6
6680,欧元区主权信用危机再爆发 大宗商品跳水探新低,0,欧元区 主权 信用 危机 再 爆发   大宗 商品 跳水 探,0
6681,智利地震对铜价实质影响有限,0,智利 地震 对 铜价 实质 影响 有限,0
6682,马雅舒没与吴卓羲来电 老外男友不关心她的工作,9,马雅 舒没 与 吴卓羲 来电   老外 男友 不 关心 她 ,9
6683,信诚证券：中信1616增长理想,2,信诚 证券 ： 中信 1616 增长 理想,2
6684,汉武大帝运营手记与玩家共铸五星网游,8,汉武大帝 运营 手记 与 玩家 共铸 五星 网游,8
6685,仙五在京举办首映礼 销售量剑指百万,8,仙五在京 举办 首映礼   销售量 剑 指 百万,1
6686,《生化危机4》国内上映 票房惨淡,8,《 生化危机 4 》 国内 上映   票房 惨淡,9
6687,瑞信料港零售续呆滞 低息环境撑气氛,2,瑞信料 港 零售 续 呆滞   低息 环境 撑 气氛,9
6688,盘前：美股指期货全线回落,2,盘前 ： 美 股指 期货 全线 回落,2
6689,娱乐周末要闻回顾(7月11日-12日),9,娱乐 周末 要闻 回顾 ( 7 月 11 日 - 12 日 ,9
6690,李少红一场幽梦同谁近 千古情人独我痴,9,李少 红 一场 幽梦 同 谁 近   千古 情人 独 我 痴,9
6691,温哥华购房潮：中国留学生成楼市新势力(图),3,温哥华 购房 潮 ： 中国 留学生 成 楼市 新 势力 ( ,1
6692,闫妮：我欠姚晨的钱还没还 惨遭对方微博恶搞,9,闫妮 ： 我 欠 姚晨 的 钱 还 没 还   惨遭 对方 ,9
6693,第三者与表弟合谋杀死情夫原配妻子(图),5,第三者 与 表弟 合谋 杀死 情夫 原配 妻子 ( 图 ),5
6694,组图：幼狼与羊奶妈同居一院嬉戏玩耍,5,组图 ： 幼狼 与 羊 奶妈 同居 一院 嬉戏 玩耍,9
6695,巴以在加沙地带发生武装冲突4人死亡,6,巴以 在 加沙 地带 发生 武装冲突 4 人 死亡,6
6696,《细胞分裂5》真实模式可玩30多小时,8,《 细胞分裂 5 》 真实 模式 可玩 30 多 小时,8
6697,NVIDIA 3D Vision解决方案在台湾上市,8,NVIDIA   3D   Vision 解决方案 在 台湾,6
6698,姜奇平：QQ和360应对用户负责,4,姜奇平 ： QQ 和 360 应对 用户 负责,4
6699,港机电署怀疑中石化违反工作程序致车辆死火,2,港 机电 署 怀疑 中石化 违反 工作 程序 致 车辆 死火,2
6700,切尔西新帅不忘八年米兰情 拒挖角不给老东家雪上加霜,7,切尔西 新帅 不 忘 八年 米兰 情   拒 挖角 不 给 ,7
6701,阿森纳杀神王者归来征服死敌 队友与他根本不是同级别,7,阿森纳 杀神 王者 归来 征服 死敌   队友 与 他 根本,7
6702,精彩观点四：别墅市场不影响普通住宅房价(图),1,精彩 观点 四 ： 别墅 市场 不 影响 普通住宅 房价 (,1
6703,港股认股证总成交金额58.21亿港元,2,港股 认股证 总成交 金额 58.21 亿港元,2
6704,09年自考企业文化复习资料：发散性思维,3,09 年 自考 企业 文化 复习资料 ： 发散 性 思维,3
6705,亲属账户将纳入监管 基金经理称如实施就辞职,0,亲属 账户 将 纳入 监管   基金 经理 称如 实施 就 ,0
6706,期货日报：国内期市全线跌停,0,期货 日报 ： 国内 期 市 全线 跌停,0
6707,央企仍然在疯狂抢地 赌未来2年内房价会更高,1,央企 仍然 在 疯狂 抢地   赌 未来 2 年内 房价 会,1
6708,法拉利F1新秀测试周：比安奇0.437秒力压佩雷兹,7,法拉利 F1 新秀 测试 周 ： 比安奇 0.437 秒力 ,7
6709,台湾学生擅发因台风停课假消息被法办,5,台湾 学生 擅发 因 台风 停课 假消息 被 法办,6
6710,港媒曝胡军太太提前开刀生产 婴儿需特别护理,9,港媒 曝胡军 太太 提前 开刀 生产   婴儿 需 特别 护,9
6711,突尼斯没收前总统家族百余家企业,6,突尼斯 没收 前 总统 家族 百余家 企业,6
6712,北京广渠路15号地商业扩容3万平方米,1,北京 广渠路 15 号 地 商业 扩容 3 万平方米,1
6713,易方达行业领先首周募集超7亿,0,易方达 行业 领先 首周 募集 超 7 亿,0
6714,房山世界名园预计8月开盘1-4居新房源低至89折,1,房山 世界 名园 预计 8 月 开盘 1 - 4 居新 房源,1
6715,小李12冠或引发韩国围棋热潮 古力艰苦之旅无法苛求,7,小李 12 冠 或 引发 韩国 围棋 热潮   古力 艰苦 ,7
6716,合肥闹市LED屏幕现娱乐会所惹火视频,5,合肥 闹市 LED 屏幕 现 娱乐 会 所 惹火 视频,8
6717,陈淑桦隐于都市已经12年：我也许将独自跳舞,9,陈淑桦 隐于 都市 已经 12 年 ： 我 也许 将 独自 ,5
6718,10所适合中国学生的美国名校(组图),3,10 所 适合 中国 学生 的 美国 名校 ( 组图 ),3
6719,图文-火箭常规训练 姚明斯科拉比试比试,7,图文 - 火箭 常规 训练   姚明 斯科拉 比试 比试,7
6720,郑融默认与庄冬昕分手 羽翘信教爱玩微博(组图),9,郑融 默认 与 庄冬昕 分手   羽翘 信教 爱玩 微博 (,9
6721,东5环中建玲珑山45平起0-3居11月中下旬开盘,1,东 5 环 中建 玲珑 山 45 平起 0 - 3 居 11,1
6722,午评：商品普遍探底回升 螺纹钢强势依旧,0,午评 ： 商品 普遍 探底 回升   螺纹钢 强势 依旧,0
6723,周永康在天津考察京津城际高铁建设情况,6,周永康 在 天津 考察 京津 城际 高铁 建设 情况,6
6724,金素妍和朴施厚因拍摄新剧 共度白色情人节,9,金素妍 和 朴施 厚 因 拍摄 新剧   共度 白色 情人节,9
6725,恒地：等穿24元上车,2,恒地 ： 等 穿 24 元 上车,5
6726,赵子琪优雅演绎豹纹格调 与龚蓓�并肩亮相红毯,9,赵子琪 优雅 演绎 豹纹 格调   与 龚蓓 � 并肩 亮相,9
6727,羽联最新排名3单项榜首易主 中国难止跌小鲍出前10,7,羽联 最新 排名 3 单项 榜首 易主   中国 难 止跌 ,7
6728,美债僵局利多黄金：期货登顶 股票滞涨,0,美债 僵局 利多 黄金 ： 期货 登顶   股票 滞涨,0
6729,股权激励中应该注意的问题,2,股权 激励 中 应该 注意 的 问题,3
6730,新通国际花园楼王90至120平三居均价11000(图),1,新通 国际 花园 楼王 90 至 120 平三居 均价 11,1
6731,玉米和大豆价格有望进一步上涨,0,玉米 和 大豆价格 有望 进一步 上涨,0
6732,没上一堂培训课 15岁高一男生雅思考7.5分(图),3,没 上 一堂 培训 课   15 岁 高一 男生 雅 思考 ,5
6733,周华健台湾与女儿合唱 自曝儿子已经交女友(图),9,周华健 台湾 与 女儿 合唱   自 曝 儿子 已经 交 女,5
6734,联合国前雇员咬伤保安拒绝认罪,6,联合国 前 雇员 咬伤 保安 拒绝 认罪,5
6735,哈萨克斯坦及伊朗否认高纯度铀矿石交易报道,6,哈萨克斯坦 及 伊朗 否认 高纯度 铀矿 石 交易 报道,6
6736,方力申邓丽欣情侣档现身 为香港男足夺冠开心,9,方力申 邓丽欣 情侣 档 现身   为 香港 男足 夺冠 开,9
6737,许茹芸担任“爱心大使” 探访云南大山贫困女孩,9,许茹芸 担任 “ 爱心 大使 ”   探访 云南 大山 贫困,9
6738,银行地产股前路仍迷茫,2,银行 地产股 前路 仍 迷茫,2
6739,新年必备 10招拍摄烟花焰火技巧分享,4,新年 必备   10 招 拍摄 烟花 焰火 技巧 分享,9
6740,2011 CJ封面大赛优秀选手评选第六弹,8,2011   CJ 封面 大赛 优秀 选手 评选 第六 弹,8
6741,笔夫：大宗商品由复苏行情向通胀主题转化,0,笔夫 ： 大宗 商品 由 复苏 行情 向 通胀 主题 转化,0
6742,广东高考录取 二B补录省内文科全招满,3,广东 高考 录取   二 B 补录 省内 文科 全 招满,3
6743,三部门：杜绝行政命令压低征地补偿标准,6,三 部门 ： 杜绝 行政命令 压低 征地 补偿 标准,6
6744,国内首只基金QDII面临清盘风险,0,国内 首 只 基金 QDII 面临 清盘 风险,0
6745,中集集团09年净利润下降超三成,2,中集集团 09 年 净利润 下降 超 三成,3
6746,西班牙失业人数超300万创历史纪录,6,西班牙 失业人数 超 300 万创 历史纪录,7
6747,AMD全新一代45nm笔记本处理器解析,4,AMD 全新 一代 45nm 笔记本 处理器 解析,4
6748,智障男被控制到砖厂做苦工续：重度灼伤未脱险,5,智障 男 被 控制 到 砖厂 做 苦工 续 ： 重度 灼伤 ,9
6749,北京鼓励开展网上零售业务,4,北京 鼓励 开展 网上 零售 业务,1
6750,兖州煤业上半年营收88.6亿元 净利下滑48%,2,兖州煤业 上半年 营收 88.6 亿元   净利 下滑 48,2
6751,贾庆林结束对亚洲四国访问回到北京,6,贾庆林 结束 对 亚洲 四国 访问 回到 北京,6
6752,媒体曝森林狼签下雄鹿新星 神奇小子成卢比奥替身,7,媒体 曝 森林狼 签下 雄鹿 新星   神奇 小子 成 卢比,7
6753,海淀区委书记督战 强拆违建,1,海淀 区委书记 督战   强拆 违建,1
